79
32,854.7282279
16,1210.461015
16,1228.920552
16,1482.751655
16,1514.164061
16,1519.962931
16,1523.844683
16,1529.394978
16,1545.460065
16,1545.074343
16,1517.813399
8,1898.726939
32,830.569253
8,1937.821598
8,2007.706053
8,2019.775773
8,2030.369417
8,2146.331444
8,2135.538542
8,2443.307844
4,2496.087419
8,2516.649273
4,2552.653259
4,2666.398236
4,2682.485494
4,2695.886966
4,2826.436032
32,846.9976478
4,3002.903586
4,3023.579305
48,799.92085
4,3293.578517
48,1060.589403
32,848.3233464
32,835.8265154
4,4122.738485
48,799.465446
32,790.1269968
32,788.750036
48,1044.288642
32,801.1450689
32,868.3491049
32,844.790935
48,835.0061646
48,837.7405617
48,843.1502681
48,815.1408944
48,800.9367499
48,831.3129127
2,4264.713238
2,4067.341235
2,4418.513985
2,4246.166673
2,4343.097467
2,4414.035523
2,4783.68311
2,4507.215358
2,4538.681644
2,4624.695504
1,8163.568373
1,8316.818901
1,8283.098704
1,8199.342762
1,9006.690057
1,8925.776466
1,8644.827686
1,9549.441238
1,8684.422424
1,9072.176282
64,727.9987679
64,733.335881
64,736.1710272
64,859.9408126
64,937.9897716
64,953.6578584
64,958.2571092
64,959.6149054
64,1003.821169
64,1013.380729
