80
48,953.6432183
64,867.3416526
64,878.0559146
32,1000.27115
64,979.3771808
64,990.1433015
64,1025.664623
64,947.7311177
32,1119.70015
32,1135.204016
32,1124.239066
48,875.6264892
48,1077.009233
32,1130.710375
32,1153.06151
64,1114.859452
48,1161.58345
64,1171.066406
48,828.1569769
48,855.6901617
32,1293.930443
64,1265.572217
32,1334.290903
16,1347.075821
32,1379.289132
16,1395.755185
64,1380.300725
48,878.51807
16,1507.924235
32,1525.715915
48,1404.507206
16,1585.118755
16,1626.700142
16,1673.802525
48,878.51807
16,1681.694544
16,1689.079027
16,1734.391445
16,1742.839986
8,1866.491509
8,1913.738325
8,1942.169296
8,1957.387227
8,1965.303819
48,1148.343225
8,2279.286988
8,2629.311347
8,2629.398246
8,2640.930772
8,2641.051477
4,2665.422094
4,2759.511427
4,2789.111386
4,3009.585736
4,3467.429597
4,3420.130723
4,3420.359335
4,3420.427559
2,3831.400207
2,4012.977364
2,4122.27711
2,4135.497689
2,4335.075074
2,4450.420956
2,4450.520595
4,4558.147466
4,4558.154635
2,4616.068318
2,4616.117157
2,4904.936808
1,8432.036038
1,8433.698464
1,8546.079559
1,8546.169612
1,9513.092535
1,7758.868324
1,8427.898207
1,9007.242565
1,9017.376439
1,7744.325395
